index,单价,小区名字,建筑面积,总价,户型,朝向,楼层,装修
29,16304元/平米,南湖半岛,92平米,150万,3室2厅1卫,东,低层,毛坯
0,15730元/平米,戛纳滨江,89平米,140万,3室2厅1卫,南,高层,简装修
1,17209元/平米,南湖国际社区二期,86平米,148万,2室1厅1卫,西南,低层,简装修
2,15714元/平米,中海右岸,98平米,154万,3室2厅2卫,西南,中层,简装修
3,14122元/平米,南湖国际社区二期,131平米,185万,3室2厅2卫,南北,低层,简装修
4,12429元/平米,佳兆业君汇上品,177平米,220万,4室1厅1卫,南北,中层,毛坯
5,16667元/平米,南湖国际社区二期,129平米,215万,3室1厅2卫,东,低层,豪华装修
6,14122元/平米,南湖国际社区,131平米,185万,3室2厅2卫,南北,低层,简装修
7,16529元/平米,南湖国际社区,121平米,200万,3室2厅2卫,南北,低层,精装修
8,13953元/平米,复地御香山,430平米,600万,5室2厅2卫,南,低层,毛坯
9,16667元/平米,复地御香山,348平米,580万,4室2厅2卫,南,低层,毛坯
10,14943元/平米,建发浅水湾,522平米,780万,5室2厅5卫,南,低层,毛坯
11,14971元/平米,建发浅水湾,521平米,780万,5室2厅5卫,南,低层,毛坯
12,13306元/平米,南湖国际社区二期,124平米,165万,3室2厅2卫,南北,低层,精装修
13,14231元/平米,南湖世纪,130平米,185万,3室2厅2卫,南北,高层,毛坯
14,15854元/平米,南湖国际社区,164平米,260万,3室3厅2卫,南北,高层,精装修
16,17662元/平米,南湖国际社区,77平米,136万,2室2厅1卫,东西,高层,精装修
17,17083元/平米,南湖世纪,72平米,123万,2室2厅2卫,东北,中层,精装修
18,14574元/平米,南湖国际社区,129平米,188万,3室2厅2卫,东南,中层,毛坯
19,13975元/平米,南湖国际社区二期,161平米,225万,4室2厅3卫,东南,高层,简装修
20,15504元/平米,南湖国际社区二期,129平米,200万,3室2厅2卫,南北,中层,简装修
21,16667元/平米,戛纳湾金棕榈,120平米,200万,3室2厅2卫,南北,低层,毛坯
22,17341元/平米,戛纳湾金棕榈,173平米,300万,4室2厅2卫,南北,高层,毛坯
23,17204元/平米,戛纳湾金棕榈,93平米,160万,3室2厅2卫,东南,中层,毛坯
24,15714元/平米,戛纳湾金棕榈,105平米,165万,3室2厅2卫,南北,高层,毛坯
25,17532元/平米,南湖国际社区,77平米,135万,2室2厅1卫,西北,低层,精装修
26,19186元/平米,佳兆业君汇上品,86平米,165万,2室2厅1卫,东,中层,简装修
27,16197元/平米,南湖左岸,71平米,115万,2室2厅1卫,南,低层,简装修
28,13953元/平米,佳兆业君汇上品,172平米,240万,5室2厅3卫,南,低层,简装修
29,19333元/平米,中海右岸,75平米,145万,3室2厅1卫,东北,中层,简装修
0,19333元/平米,中海右岸,75平米,145万,3室2厅1卫,东北,中层,简装修
1,9677元/平米,城南领寓,93平米,90万,2室1厅1卫,南,中层,简装修
2,18889元/平米,中海右岸,90平米,170万,3室2厅1卫,南北,低层,简装修
3,16637元/平米,南湖世纪,113平米,188万,3室2厅2卫,东,高层,简装修
4,16818元/平米,佳兆业君汇上品,110平米,185万,3室2厅2卫,东,中层,精装修
5,16304元/平米,南湖半岛,92平米,150万,3室2厅1卫,南,低层,毛坯
6,14198元/平米,恒大天府半岛,162平米,230万,4室2厅2卫,南北,低层,毛坯
7,20513元/平米,建发浅水湾,585平米,1200万,6室3厅5卫,南,低层,毛坯
8,16279元/平米,和泓半山,258平米,420万,4室4厅4卫,南,低层,精装修
9,13758元/平米,和泓半山,298平米,410万,4室3厅4卫,南,低层,毛坯
10,14550元/平米,和泓半山,378平米,550万,6室3厅5卫,东,低层,毛坯
11,16107元/平米,和泓半山,298平米,480万,5室3厅4卫,南,低层,毛坯
13,16562元/平米,心怡中丝园,160平米,265万,4室2厅3卫,南,低层,毛坯
14,12826元/平米,南湖国际社区二期,276平米,354万,4室2厅3卫,东西,高层,毛坯
16,17500元/平米,心怡中丝园,120平米,210万,3室2厅2卫,南,中层,毛坯
17,16503元/平米,棕榈南岸,94.53平米,156万,3室2厅1卫,南,低层,简装修
18,16067元/平米,欣宇都市港湾,89平米,143万,3室1厅1卫,南北,高层,中装修
19,12069元/平米,楠域丽景,87平米,105万,2室1厅1卫,东,高层,中装修
20,16863元/平米,心怡中丝园,102平米,172万,3室2厅2卫,南,中层,毛坯
24,16149元/平米,南湖国际社区二期,161平米,260万,4室2厅3卫,东,高层,精装修
25,14961元/平米,棕榈南岸,127平米,190万,3室2厅2卫,南,低层,简装修
26,16053元/平米,三利麓山城,236.72平米,380万,4室2厅4卫,北,低层,豪华装修
27,16304元/平米,南湖半岛,92平米,150万,3室2厅1卫,东,低层,毛坯
28,16165元/平米,麓山国际社区茵特拉肯,133平米,215万,3室2厅2卫,西南,低层,精装修
29,12195元/平米,和泓半山,287平米,350万,3室2厅3卫,北,低层,毛坯
0,17341元/平米,戛纳湾金棕榈,173平米,300万,4室2厅2卫,南北,高层,毛坯
1,17204元/平米,戛纳湾金棕榈,93平米,160万,3室2厅2卫,东南,中层,毛坯
2,15714元/平米,戛纳湾金棕榈,105平米,165万,3室2厅2卫,南北,高层,毛坯
3,17532元/平米,南湖国际社区,77平米,135万,2室2厅1卫,西北,低层,精装修
4,19186元/平米,佳兆业君汇上品,86平米,165万,2室2厅1卫,东,中层,简装修
5,16197元/平米,南湖左岸,71平米,115万,2室2厅1卫,南,低层,简装修
6,13953元/平米,佳兆业君汇上品,172平米,240万,5室2厅3卫,南,低层,简装修
7,19333元/平米,中海右岸,75平米,145万,3室2厅1卫,东北,中层,简装修
8,9677元/平米,城南领寓,93平米,90万,2室1厅1卫,南,中层,简装修
9,18889元/平米,中海右岸,90平米,170万,3室2厅1卫,南北,低层,简装修
10,16637元/平米,南湖世纪,113平米,188万,3室2厅2卫,东,高层,简装修
11,16818元/平米,佳兆业君汇上品,110平米,185万,3室2厅2卫,东,中层,精装修
12,16304元/平米,南湖半岛,92平米,150万,3室2厅1卫,南,低层,毛坯
13,14198元/平米,恒大天府半岛,162平米,230万,4室2厅2卫,南北,低层,毛坯
14,20513元/平米,建发浅水湾,585平米,1200万,6室3厅5卫,南,低层,毛坯
15,16279元/平米,和泓半山,258平米,420万,4室4厅4卫,南,低层,精装修
16,13758元/平米,和泓半山,298平米,410万,4室3厅4卫,南,低层,毛坯
17,14550元/平米,和泓半山,378平米,550万,6室3厅5卫,东,低层,毛坯
18,16107元/平米,和泓半山,298平米,480万,5室3厅4卫,南,低层,毛坯
20,16562元/平米,心怡中丝园,160平米,265万,4室2厅3卫,南,低层,毛坯
21,12826元/平米,南湖国际社区二期,276平米,354万,4室2厅3卫,东西,高层,毛坯
23,17500元/平米,心怡中丝园,120平米,210万,3室2厅2卫,南,中层,毛坯
24,16503元/平米,棕榈南岸,94.53平米,156万,3室2厅1卫,南,低层,简装修
25,16067元/平米,欣宇都市港湾,89平米,143万,3室1厅1卫,南北,高层,中装修
26,12069元/平米,楠域丽景,87平米,105万,2室1厅1卫,东,高层,中装修
27,16863元/平米,心怡中丝园,102平米,172万,3室2厅2卫,南,中层,毛坯
0,17500元/平米,心怡中丝园,120平米,210万,3室2厅2卫,南,中层,毛坯
1,16503元/平米,棕榈南岸,94.53平米,156万,3室2厅1卫,南,低层,简装修
2,16067元/平米,欣宇都市港湾,89平米,143万,3室1厅1卫,南北,高层,中装修
3,12069元/平米,楠域丽景,87平米,105万,2室1厅1卫,东,高层,中装修
4,16863元/平米,心怡中丝园,102平米,172万,3室2厅2卫,南,中层,毛坯
8,16149元/平米,南湖国际社区二期,161平米,260万,4室2厅3卫,东,高层,精装修
9,14961元/平米,棕榈南岸,127平米,190万,3室2厅2卫,南,低层,简装修
10,16053元/平米,三利麓山城,236.72平米,380万,4室2厅4卫,北,低层,豪华装修
11,16304元/平米,南湖半岛,92平米,150万,3室2厅1卫,东,低层,毛坯
12,16165元/平米,麓山国际社区茵特拉肯,133平米,215万,3室2厅2卫,西南,低层,精装修
13,12195元/平米,和泓半山,287平米,350万,3室2厅3卫,北,低层,毛坯
14,17606元/平米,南湖世纪,71平米,125万,2室1厅1卫,东北,高层,精装修
15,17606元/平米,南湖世纪,71平米,125万,2室1厅1卫,东北,中层,精装修
16,19231元/平米,宏达世纪锦城,78平米,150万,2室2厅1卫,南北,中层,中装修
17,10882元/平米,河畔新世界,170平米,185万,4室2厅2卫,西南,高层,毛坯
18,12353元/平米,河畔新世界,136平米,168万,3室2厅2卫,南北,高层,简装修
19,15908元/平米,河畔新世界,125.72平米,200万,3室2厅1卫,东北,高层,简装修
20,13115元/平米,河畔新世界,183平米,240万,4室2厅2卫,南北,低层,简装修
21,18581元/平米,河畔新世界,148平米,275万,3室2厅2卫,西南,中层,毛坯
22,13469元/平米,河畔新世界,245平米,330万,5室2厅2卫,南北,低层,简装修
23,17053元/平米,恒大天府半岛,95平米,162万,2室2厅1卫,东南,低层,简装修
24,17290元/平米,河畔新世界,107平米,185万,2室2厅1卫,南,低层,简装修
25,19000元/平米,宏达世纪锦城,80平米,152万,2室1厅1卫,西南,中层,精装修
26,15657元/平米,宏达世纪锦城,99平米,155万,3室1厅2卫,北,中层,毛坯
27,17829元/平米,南湖国际社区,129平米,230万,3室2厅2卫,南,低层,精装修
28,16883元/平米,南湖国际社区,77平米,130万,2室1厅1卫,西,高层,精装修
29,17872元/平米,戛纳湾金棕榈,94平米,168万,4室2厅2卫,南北,低层,简装修
0,13115元/平米,河畔新世界,183平米,240万,4室2厅2卫,南北,低层,简装修
1,18581元/平米,河畔新世界,148平米,275万,3室2厅2卫,西南,中层,毛坯
2,13469元/平米,河畔新世界,245平米,330万,5室2厅2卫,南北,低层,简装修
3,17053元/平米,恒大天府半岛,95平米,162万,2室2厅1卫,东南,低层,简装修
4,17290元/平米,河畔新世界,107平米,185万,2室2厅1卫,南,低层,简装修
5,19000元/平米,宏达世纪锦城,80平米,152万,2室1厅1卫,西南,中层,精装修
6,15657元/平米,宏达世纪锦城,99平米,155万,3室1厅2卫,北,中层,毛坯
7,17829元/平米,南湖国际社区,129平米,230万,3室2厅2卫,南,低层,精装修
8,16883元/平米,南湖国际社区,77平米,130万,2室1厅1卫,西,高层,精装修
9,17872元/平米,戛纳湾金棕榈,94平米,168万,4室2厅2卫,南北,低层,简装修
10,15599元/平米,中海右岸,71.8平米,112万,2室1厅1卫,东,低层,简装修
11,15504元/平米,南湖国际社区二期,129平米,200万,4室2厅2卫,南北,低层,毛坯
12,15819元/平米,南湖国际社区,177平米,280万,5室2厅3卫,南北,高层,毛坯
13,21667元/平米,心怡中丝园,120平米,260万,3室2厅2卫,南,中层,豪华装修
14,19241元/平米,宏达世纪锦城,79平米,152万,2室2厅1卫,南,中层,中装修
15,18590元/平米,宏达世纪锦城,78平米,145万,2室2厅1卫,南,中层,精装修
16,18876元/平米,佳兆业君汇上品,89平米,168万,3室2厅1卫,南,中层,精装修
17,16265元/平米,南湖国际社区,83平米,135万,2室2厅1卫,北,低层,精装修
18,17922元/平米,南湖国际社区,77平米,138万,2室2厅1卫,东,低层,简装修
19,15923元/平米,南湖世纪,130平米,207万,3室2厅2卫,东南,高层,毛坯
20,17123元/平米,瑞升橡树林华府,73平米,125万,2室1厅1卫,东南,中层,精装修
21,13000元/平米,三利麓山城,200平米,260万,4室3厅3卫,南,高层,中装修
22,20000元/平米,成都玩家,89平米,178万,3室2厅2卫,西南,中层,精装修
23,16667元/平米,青南美湾,90平米,150万,2室2厅1卫,南,中层,精装修
24,17391元/平米,双华麓港,115平米,200万,3室2厅2卫,南,低层,精装修
25,17315元/平米,双华麓港,108平米,187万,3室2厅1卫,南,低层,精装修
26,15965元/平米,南湖国际社区,114平米,182万,3室2厅2卫,东南,低层,毛坯
27,18028元/平米,南湖世纪,71平米,128万,2室2厅1卫,南,中层,精装修
28,16777元/平米,南湖国际社区,121平米,203万,3室2厅2卫,东南,中层,精装修
29,14557元/平米,恒大天府半岛,79平米,115万,2室1厅1卫,东,低层,精装修
0,18028元/平米,南湖世纪,71平米,128万,2室2厅1卫,南,中层,精装修
1,16777元/平米,南湖国际社区,121平米,203万,3室2厅2卫,东南,中层,精装修
2,14557元/平米,恒大天府半岛,79平米,115万,2室1厅1卫,东,低层,精装修
3,18974元/平米,宏达世纪锦城,78平米,148万,2室2厅1卫,东西,中层,精装修
4,18974元/平米,宏达世纪锦城,78平米,148万,2室2厅1卫,东,高层,精装修
5,17391元/平米,双华麓港,115平米,200万,3室2厅2卫,南,低层,精装修
6,18627元/平米,心怡中丝园,102平米,190万,3室2厅2卫,南,高层,毛坯
7,17130元/平米,双华麓港,108平米,185万,3室2厅2卫,南,中层,简装修
8,16154元/平米,南湖国际社区二期,130平米,210万,3室2厅2卫,南,中层,毛坯
9,18396元/平米,佳兆业君汇上品,106平米,195万,3室1厅2卫,南,高层,精装修
10,19580元/平米,新鸿基悦城,143平米,280万,3室2厅2卫,东,低层,精装修
11,20578元/平米,万科海悦汇城东区,58.8平米,121万,2室2厅1卫,东南,低层,简装修
12,15891元/平米,恒大名都,129平米,205万,3室2厅2卫,西北,中层,中装修
13,15476元/平米,宏达世纪锦城,84平米,130万,2室2厅1卫,西北,高层,毛坯
14,16129元/平米,恒大名都,124平米,200万,3室2厅2卫,东西,高层,中装修
15,22887元/平米,万科海悦汇城西区,56.8平米,130万,2室2厅1卫,北,中层,中装修
16,17172元/平米,万科海悦汇城东区,99平米,170万,3室2厅2卫,南,低层,中装修
17,21188元/平米,万科海悦汇城西区,62.3平米,132万,2室2厅1卫,东南,高层,中装修
18,22313元/平米,成都玩家,70.81平米,158万,3室2厅1卫,西南,中层,中装修
19,17800元/平米,恒大名都,100平米,178万,3室2厅2卫,东西,高层,中装修
20,18500元/平米,恒大名都,100平米,185万,3室2厅2卫,东,高层,中装修
21,17333元/平米,万科海悦汇城东区,105平米,182万,3室2厅2卫,东南,低层,中装修
22,20238元/平米,成都玩家,84平米,170万,3室2厅1卫,东,高层,精装修
23,20000元/平米,成都玩家,87.5平米,175万,3室2厅2卫,西,高层,简装修
24,20225元/平米,光明城市,89平米,180万,3室2厅2卫,西,高层,精装修
25,16757元/平米,融创Nano公馆,37平米,62万,1室1厅1卫,南,中层,豪华装修
26,16863元/平米,融创Nano公馆,51平米,86万,1室1厅1卫,南,高层,豪华装修
27,18023元/平米,蜀郡二期,86平米,155万,3室2厅2卫,南北,高层,精装修
28,19192元/平米,蜀郡二期,99平米,190万,3室2厅1卫,东南,高层,精装修
29,15088元/平米,融创Nano公馆,57平米,86万,1室1厅1卫,南,高层,豪华装修
0,19192元/平米,蜀郡二期,99平米,190万,3室2厅1卫,东南,高层,精装修
1,15088元/平米,融创Nano公馆,57平米,86万,1室1厅1卫,南,高层,豪华装修
2,18947元/平米,美城云庭,95平米,180万,2室2厅1卫,东南,低层,精装修
3,15622元/平米,美城悦荣府,466平米,728万,6室2厅4卫,南北,低层,毛坯
4,18939元/平米,美城悦荣府,66平米,125万,2室2厅1卫,东南,低层,精装修
5,16667元/平米,新鸿基悦城,192平米,320万,4室2厅3卫,南,高层,简装修
6,33713元/平米,麓山国际长岛,439平米,1480万,6室3厅5卫,南,低层,简装修
7,73746元/平米,麓湖生态城黑珍珠,678平米,5000万,6室3厅5卫,南,高层,豪华装修
8,20833元/平米,棠湖泊林城别墅,240平米,500万,4室2厅4卫,南,低层,毛坯
10,28889元/平米,万锦城,90平米,260万,4室2厅2卫,西南,中层,豪华装修
13,18405元/平米,麓山国际社区茵特拉肯,163平米,300万,3室2厅2卫,南,高层,简装修
14,15965元/平米,融创Nano公馆,57平米,91万,1室1厅1卫,南,中层,简装修
15,17200元/平米,融创Nano公馆,75平米,129万,2室2厅1卫,南,高层,简装修
16,15909元/平米,融创Nano公馆,66平米,105万,2室1厅1卫,南,中层,精装修
17,28261元/平米,麓山国际别墅,460平米,1300万,6室3厅5卫,南,低层,简装修
19,43478元/平米,麓山国际黑钻山庄,575平米,2500万,6室3厅5卫,南,低层,豪华装修
22,17416元/平米,新鸿基悦城,89平米,155万,2室2厅1卫,南,中层,简装修
23,20374元/平米,蔚蓝卡地亚,481平米,980万,5室3厅4卫,东,低层,毛坯
24,27335元/平米,麓山国际长岛,439平米,1200万,6室4厅5卫,南,低层,毛坯
25,30812元/平米,麓山国际翠云岭,357平米,1100万,5室2厅3卫,南,低层,豪华装修
26,17071元/平米,南湖左岸,99平米,169万,3室2厅2卫,南北,中层,毛坯
27,18182元/平米,麓山国际半月湾,88平米,160万,2室2厅1卫,西南,高层,精装修
28,16621元/平米,南湖世纪,113.11平米,188万,3室2厅2卫,西,低层,简装修
29,15048元/平米,恒大名都,89.71平米,135万,3室2厅1卫,南,中层,简装修
1,16149元/平米,南湖国际社区二期,161平米,260万,4室2厅3卫,东,高层,精装修
2,14961元/平米,棕榈南岸,127平米,190万,3室2厅2卫,南,低层,简装修
3,16053元/平米,三利麓山城,236.72平米,380万,4室2厅4卫,北,低层,豪华装修
4,16304元/平米,南湖半岛,92平米,150万,3室2厅1卫,东,低层,毛坯
5,16165元/平米,麓山国际社区茵特拉肯,133平米,215万,3室2厅2卫,西南,低层,精装修
6,12195元/平米,和泓半山,287平米,350万,3室2厅3卫,北,低层,毛坯
